There are 13 pairs of portals
Starting at 32,13
Aiming for 0,11
Testing at 0: 32,13; Dist: 0
Testing at 18: 3,20; Dist: 228
Testing at 17: 29,19; Dist: 228
Testing at 17: 27,21; Dist: 228
Testing at 17: 27,17; Dist: 228
Testing at 4: 12,39; Dist: 228
Testing at 4: 6,37; Dist: 228
Testing at 4: 31,18; Dist: 228
Testing at 6: 31,6; Dist: 228
Testing at 6: 31,4; Dist: 228
Testing at 6: 28,7; Dist: 228
Testing at 6: 29,2; Dist: 228
Testing at 7: 9,1; Dist: 228
Testing at 7: 13,5; Dist: 228
Testing at 5: 26,37; Dist: 229
Testing at 5: 24,35; Dist: 229
Testing at 5: 22,35; Dist: 229
Testing at 2: 11,39; Dist: 229
Testing at 2: 5,37; Dist: 229
Testing at 2: 31,17; Dist: 229
Testing at 15: 8,39; Dist: 229
Testing at 14: 5,29; Dist: 229
Testing at 17: 18,39; Dist: 229
Testing at 17: 15,36; Dist: 229
Testing at 17: 23,2; Dist: 229
Testing at 18: 15,39; Dist: 229
Testing at 17: 6,19; Dist: 229
Testing at 18: 5,21; Dist: 229
Testing at 18: 3,19; Dist: 229
Testing at 17: 30,19; Dist: 229
Testing at 17: 27,22; Dist: 229
Testing at 4: 11,39; Dist: 229
Testing at 4: 5,37; Dist: 229
Testing at 4: 31,17; Dist: 229
Testing at 6: 31,7; Dist: 229
Testing at 6: 31,3; Dist: 229
Testing at 6: 27,7; Dist: 229
Testing at 6: 29,1; Dist: 229
Testing at 7: 8,1; Dist: 229
Testing at 7: 12,5; Dist: 229
Testing at 5: 27,37; Dist: 230
Testing at 5: 25,35; Dist: 230
Testing at 5: 21,35; Dist: 230
Testing at 2: 10,39; Dist: 230
Testing at 2: 11,40; Dist: 230
Testing at 2: 5,38; Dist: 230
Testing at 2: 32,17; Dist: 230
Testing at 2: 30,17; Dist: 230
Testing at 15: 7,39; Dist: 230
Testing at 14: 5,30; Dist: 230
Testing at 14: 5,28; Dist: 230
Testing at 17: 19,39; Dist: 230
Testing at 17: 15,35; Dist: 230
Testing at 17: 23,3; Dist: 230
Testing at 18: 16,39; Dist: 230
Testing at 18: 15,38; Dist: 230
Testing at 18: 23,0; Dist: 230
Testing at 18: 6,21; Dist: 230
Testing at 18: 5,20; Dist: 230
Testing at 17: 31,19; Dist: 230
Testing at 17: 27,23; Dist: 230
Testing at 4: 10,39; Dist: 230
Testing at 4: 11,40; Dist: 230
Testing at 4: 5,38; Dist: 230
Testing at 4: 32,17; Dist: 230
Testing at 4: 30,17; Dist: 230
Testing at 6: 31,2; Dist: 230
Testing at 6: 27,8; Dist: 230
Testing at 7: 7,1; Dist: 230
Testing at 7: 11,5; Dist: 230
Testing at 5: 28,37; Dist: 231
Testing at 5: 27,38; Dist: 231
Testing at 5: 21,34; Dist: 231
Testing at 2: 9,39; Dist: 231
Testing at 1: 6,29; Dist: 231
Testing at 2: 5,39; Dist: 231
Testing at 1: 6,11; Dist: 231
Testing at 2: 29,17; Dist: 231
Testing at 14: 5,31; Dist: 231
Testing at 14: 5,27; Dist: 231
Testing at 17: 16,35; Dist: 231
Testing at 17: 24,3; Dist: 231
Testing at 17: 22,3; Dist: 231
Testing at 18: 17,39; Dist: 231
Testing at 18: 15,37; Dist: 231
Testing at 18: 23,1; Dist: 231
Testing at 19: 15,40; Dist: 231
Testing at 18: 5,19; Dist: 231
Testing at 17: 31,18; Dist: 231
Testing at 4: 9,39; Dist: 231
Testing at 3: 6,29; Dist: 231
Testing at 4: 5,39; Dist: 231
Testing at 3: 6,11; Dist: 231
Testing at 4: 29,17; Dist: 231
Testing at 6: 31,1; Dist: 231
Testing at 6: 27,9; Dist: 231
Testing at 7: 6,1; Dist: 231
Testing at 7: 7,2; Dist: 231
Testing at 7: 10,5; Dist: 231
Testing at 7: 11,6; Dist: 231
Testing at 7: 11,4; Dist: 231
Testing at 5: 29,37; Dist: 232
Testing at 5: 27,39; Dist: 232
Testing at 6: 32,21; Dist: 232
Testing at 2: 8,39; Dist: 232
Testing at 1: 5,29; Dist: 232
Testing at 1: 5,11; Dist: 232
Testing at 14: 4,31; Dist: 232
Testing at 14: 5,32; Dist: 232
Testing at 14: 4,27; Dist: 232
Testing at 14: 5,26; Dist: 232
Testing at 17: 17,35; Dist: 232
Testing at 17: 25,3; Dist: 232
Testing at 17: 21,3; Dist: 232
Testing at 18: 18,39; Dist: 232
Testing at 18: 15,36; Dist: 232
Testing at 18: 23,2; Dist: 232
Testing at 19: 15,39; Dist: 232
Testing at 18: 6,19; Dist: 232
Testing at 17: 31,17; Dist: 232
Testing at 4: 8,39; Dist: 232
Testing at 3: 5,29; Dist: 232
Testing at 3: 5,11; Dist: 232
Testing at 7: 5,1; Dist: 232
Testing at 7: 7,3; Dist: 232
Testing at 7: 9,5; Dist: 232
Testing at 8: 32,15; Dist: 232
Testing at 7: 11,3; Dist: 232
Testing at 5: 30,37; Dist: 233
Testing at 5: 28,39; Dist: 233
Testing at 6: 31,21; Dist: 233
Testing at 2: 7,39; Dist: 233
Testing at 1: 5,30; Dist: 233
Testing at 1: 5,28; Dist: 233
Testing at 1: 5,10; Dist: 233
Testing at 14: 3,31; Dist: 233
Testing at 14: 5,33; Dist: 233
Testing at 14: 3,27; Dist: 233
Testing at 14: 5,25; Dist: 233
Testing at 17: 18,35; Dist: 233
Testing at 17: 17,36; Dist: 233
Testing at 17: 26,3; Dist: 233
Testing at 17: 25,4; Dist: 233
Testing at 17: 25,2; Dist: 233
Testing at 17: 21,4; Dist: 233
Testing at 17: 21,2; Dist: 233
Testing at 18: 19,39; Dist: 233
Testing at 18: 15,35; Dist: 233
Testing at 18: 23,3; Dist: 233
Testing at 19: 16,39; Dist: 233
Testing at 19: 15,38; Dist: 233
Testing at 19: 23,0; Dist: 233
Testing at 17: 32,17; Dist: 233
Testing at 17: 30,17; Dist: 233
Testing at 4: 7,39; Dist: 233
Testing at 3: 5,30; Dist: 233
Testing at 3: 5,28; Dist: 233
Testing at 3: 5,10; Dist: 233
Testing at 7: 4,1; Dist: 233
Testing at 7: 5,2; Dist: 233
Testing at 7: 8,5; Dist: 233
Testing at 7: 9,4; Dist: 233
Testing at 8: 31,15; Dist: 233
Testing at 5: 31,37; Dist: 234
Testing at 5: 29,39; Dist: 234
Testing at 6: 30,21; Dist: 234
Testing at 6: 31,22; Dist: 234
Testing at 1: 5,31; Dist: 234
Testing at 1: 5,27; Dist: 234
Testing at 1: 5,9; Dist: 234
Testing at 14: 4,33; Dist: 234
Testing at 14: 5,34; Dist: 234
Testing at 14: 3,28; Dist: 234
Testing at 14: 5,24; Dist: 234
Testing at 17: 19,35; Dist: 234
Testing at 17: 17,37; Dist: 234
Testing at 17: 27,3; Dist: 234
Testing at 17: 25,5; Dist: 234
Testing at 17: 25,1; Dist: 234
Testing at 17: 21,5; Dist: 234
Testing at 17: 21,1; Dist: 234
Testing at 18: 16,35; Dist: 234
Testing at 18: 24,3; Dist: 234
Testing at 18: 22,3; Dist: 234
Testing at 19: 17,39; Dist: 234
Testing at 19: 15,37; Dist: 234
Testing at 19: 23,1; Dist: 234
Testing at 16: 6,11; Dist: 234
Testing at 17: 29,17; Dist: 234
Testing at 3: 5,31; Dist: 234
Testing at 3: 5,27; Dist: 234
Testing at 3: 5,9; Dist: 234
Testing at 7: 3,1; Dist: 234
Testing at 7: 5,3; Dist: 234
Testing at 7: 7,5; Dist: 234
Testing at 7: 9,3; Dist: 234
Testing at 8: 30,15; Dist: 234
Testing at 5: 31,38; Dist: 235
Testing at 6: 29,21; Dist: 235
Testing at 6: 31,23; Dist: 235
Testing at 1: 4,31; Dist: 235
Testing at 1: 5,32; Dist: 235
Testing at 1: 4,27; Dist: 235
Testing at 1: 5,26; Dist: 235
Testing at 1: 5,8; Dist: 235
Testing at 14: 3,33; Dist: 235
Testing at 14: 5,35; Dist: 235
Testing at 14: 3,29; Dist: 235
Testing at 14: 5,23; Dist: 235
Testing at 17: 19,34; Dist: 235
Testing at 17: 18,37; Dist: 235
Testing at 17: 27,4; Dist: 235
Testing at 17: 27,2; Dist: 235
Testing at 17: 22,5; Dist: 235
Testing at 17: 20,5; Dist: 235
Testing at 17: 21,6; Dist: 235
Testing at 18: 17,35; Dist: 235
Testing at 18: 25,3; Dist: 235
Testing at 18: 21,3; Dist: 235
Testing at 19: 18,39; Dist: 235
Testing at 19: 15,36; Dist: 235
Testing at 19: 23,2; Dist: 235
Testing at 16: 5,11; Dist: 235
Testing at 3: 4,31; Dist: 235
Testing at 3: 5,32; Dist: 235
Testing at 3: 4,27; Dist: 235
Testing at 3: 5,26; Dist: 235
Testing at 3: 5,8; Dist: 235
Testing at 8: 29,15; Dist: 235
Testing at 5: 31,39; Dist: 236
Testing at 6: 30,23; Dist: 236
Testing at 6: 31,24; Dist: 236
Testing at 1: 3,31; Dist: 236
Testing at 1: 5,33; Dist: 236
Testing at 1: 3,27; Dist: 236
Testing at 1: 5,25; Dist: 236
Testing at 1: 5,7; Dist: 236
Testing at 14: 2,33; Dist: 236
Testing at 14: 3,34; Dist: 236
Testing at 14: 4,23; Dist: 236
Testing at 18: 23,40; Dist: 236
Testing at 17: 19,37; Dist: 236
Testing at 17: 27,5; Dist: 236
Testing at 17: 27,1; Dist: 236
Testing at 17: 23,5; Dist: 236
Testing at 17: 19,5; Dist: 236
Testing at 18: 13,0; Dist: 236
Testing at 18: 18,35; Dist: 236
Testing at 18: 17,36; Dist: 236
Testing at 18: 26,3; Dist: 236
Testing at 18: 25,4; Dist: 236
Testing at 18: 25,2; Dist: 236
Testing at 18: 21,4; Dist: 236
Testing at 18: 21,2; Dist: 236
Testing at 19: 19,39; Dist: 236
Testing at 19: 15,35; Dist: 236
Testing at 19: 23,3; Dist: 236
Testing at 16: 5,10; Dist: 236
Testing at 3: 3,31; Dist: 236
Testing at 3: 5,33; Dist: 236
Testing at 3: 3,27; Dist: 236
Testing at 3: 5,25; Dist: 236
Testing at 3: 5,7; Dist: 236
Testing at 8: 29,14; Dist: 236
Testing at 6: 29,23; Dist: 237
Testing at 6: 31,25; Dist: 237
Testing at 1: 4,33; Dist: 237
Testing at 1: 5,34; Dist: 237
Testing at 1: 3,28; Dist: 237
Testing at 1: 5,24; Dist: 237
Testing at 1: 5,6; Dist: 237
Testing at 14: 1,33; Dist: 237
Testing at 14: 3,35; Dist: 237
Testing at 14: 3,23; Dist: 237
Testing at 18: 23,39; Dist: 237
Testing at 17: 28,5; Dist: 237
Testing at 18: 13,1; Dist: 237
Testing at 18: 19,35; Dist: 237
Testing at 18: 17,37; Dist: 237
Testing at 18: 27,3; Dist: 237
Testing at 18: 25,5; Dist: 237
Testing at 18: 25,1; Dist: 237
Testing at 18: 21,5; Dist: 237
Testing at 18: 21,1; Dist: 237
Testing at 19: 16,35; Dist: 237
Testing at 19: 24,3; Dist: 237
Testing at 19: 22,3; Dist: 237
Testing at 16: 5,9; Dist: 237
Testing at 3: 4,33; Dist: 237
Testing at 3: 5,34; Dist: 237
Testing at 3: 3,28; Dist: 237
Testing at 3: 5,24; Dist: 237
Testing at 3: 5,6; Dist: 237
Testing at 8: 29,13; Dist: 237
Testing at 6: 31,26; Dist: 238
Testing at 1: 3,33; Dist: 238
Testing at 1: 5,35; Dist: 238
Testing at 1: 3,29; Dist: 238
Testing at 1: 5,23; Dist: 238
Testing at 1: 5,5; Dist: 238
Testing at 14: 2,35; Dist: 238
Testing at 14: 3,36; Dist: 238
Testing at 14: 2,23; Dist: 238
Testing at 14: 3,24; Dist: 238
Testing at 18: 24,39; Dist: 238
Testing at 18: 22,39; Dist: 238
Testing at 18: 23,38; Dist: 238
Testing at 17: 29,5; Dist: 238
Testing at 18: 12,1; Dist: 238
Testing at 18: 13,2; Dist: 238
Testing at 18: 19,34; Dist: 238
Testing at 18: 18,37; Dist: 238
Testing at 18: 27,4; Dist: 238
Testing at 18: 27,2; Dist: 238
Testing at 18: 22,5; Dist: 238
Testing at 18: 20,5; Dist: 238
Testing at 18: 21,6; Dist: 238
Testing at 19: 17,35; Dist: 238
Testing at 19: 25,3; Dist: 238
Testing at 19: 21,3; Dist: 238
Testing at 16: 5,8; Dist: 238
Testing at 3: 3,33; Dist: 238
Testing at 3: 5,35; Dist: 238
Testing at 3: 3,29; Dist: 238
Testing at 3: 5,23; Dist: 238
Testing at 3: 5,5; Dist: 238
Testing at 8: 29,12; Dist: 238
Testing at 6: 31,27; Dist: 239
Testing at 1: 2,33; Dist: 239
Testing at 1: 3,34; Dist: 239
Testing at 1: 4,23; Dist: 239
Testing at 1: 4,5; Dist: 239
Testing at 14: 1,35; Dist: 239
Testing at 14: 3,37; Dist: 239
Testing at 14: 1,23; Dist: 239
Testing at 14: 3,25; Dist: 239
Testing at 18: 25,39; Dist: 239
Testing at 18: 21,39; Dist: 239
Testing at 18: 23,37; Dist: 239
Testing at 17: 30,5; Dist: 239
Testing at 17: 29,6; Dist: 239
Testing at 17: 29,4; Dist: 239
Testing at 18: 11,1; Dist: 239
Testing at 18: 13,3; Dist: 239
Testing at 19: 23,40; Dist: 239
Testing at 18: 19,37; Dist: 239
Testing at 18: 27,5; Dist: 239
Testing at 18: 27,1; Dist: 239
Testing at 18: 23,5; Dist: 239
Testing at 18: 19,5; Dist: 239
Testing at 19: 13,0; Dist: 239
Testing at 19: 18,35; Dist: 239
Testing at 19: 17,36; Dist: 239
Testing at 19: 26,3; Dist: 239
Testing at 19: 25,4; Dist: 239
Testing at 19: 25,2; Dist: 239
Testing at 19: 21,4; Dist: 239
Testing at 19: 21,2; Dist: 239
Testing at 16: 5,7; Dist: 239
Testing at 3: 2,33; Dist: 239
Testing at 3: 3,34; Dist: 239
Testing at 3: 4,23; Dist: 239
Testing at 3: 4,5; Dist: 239
Testing at 8: 29,11; Dist: 239
Testing at 6: 30,27; Dist: 240
Testing at 6: 31,28; Dist: 240
Testing at 1: 1,33; Dist: 240
Testing at 1: 3,35; Dist: 240
Testing at 1: 3,23; Dist: 240
Testing at 1: 3,5; Dist: 240
Testing at 14: 2,37; Dist: 240
Testing at 14: 3,38; Dist: 240
Testing at 14: 2,25; Dist: 240
Testing at 18: 21,38; Dist: 240
Testing at 18: 24,37; Dist: 240
Testing at 18: 23,36; Dist: 240
Testing at 17: 31,5; Dist: 240
Testing at 17: 29,7; Dist: 240
Testing at 17: 29,3; Dist: 240
Testing at 18: 10,1; Dist: 240
Testing at 18: 13,4; Dist: 240
Testing at 19: 23,39; Dist: 240
Testing at 18: 28,5; Dist: 240
Testing at 19: 13,1; Dist: 240
Testing at 19: 19,35; Dist: 240
Testing at 19: 17,37; Dist: 240
Testing at 19: 27,3; Dist: 240
Testing at 19: 25,5; Dist: 240
Testing at 19: 25,1; Dist: 240
Testing at 19: 21,5; Dist: 240
Testing at 19: 21,1; Dist: 240
Testing at 16: 5,6; Dist: 240
Testing at 3: 1,33; Dist: 240
Testing at 3: 3,35; Dist: 240
Testing at 3: 3,23; Dist: 240
Testing at 3: 3,5; Dist: 240
Testing at 8: 28,11; Dist: 240
Testing at 8: 29,10; Dist: 240
Testing at 6: 29,27; Dist: 241
Testing at 6: 31,29; Dist: 241
Testing at 1: 2,35; Dist: 241
Testing at 1: 3,36; Dist: 241
Testing at 1: 2,23; Dist: 241
Testing at 1: 3,24; Dist: 241
Testing at 1: 2,5; Dist: 241
Testing at 1: 3,4; Dist: 241
Testing at 14: 1,37; Dist: 241
Testing at 14: 3,39; Dist: 241
Testing at 14: 1,25; Dist: 241
Testing at 18: 21,37; Dist: 241
Testing at 18: 25,37; Dist: 241
Testing at 18: 23,35; Dist: 241
Testing at 17: 31,6; Dist: 241
Testing at 17: 31,4; Dist: 241
Testing at 17: 28,7; Dist: 241
Testing at 17: 29,2; Dist: 241
Testing at 18: 9,1; Dist: 241
Testing at 18: 13,5; Dist: 241
Testing at 19: 24,39; Dist: 241
Testing at 19: 22,39; Dist: 241
Testing at 19: 23,38; Dist: 241
Testing at 18: 29,5; Dist: 241
Testing at 19: 12,1; Dist: 241
Testing at 19: 13,2; Dist: 241
Testing at 19: 19,34; Dist: 241
Testing at 19: 18,37; Dist: 241
Testing at 19: 27,4; Dist: 241
Testing at 19: 27,2; Dist: 241
Testing at 19: 22,5; Dist: 241
Testing at 19: 20,5; Dist: 241
Testing at 19: 21,6; Dist: 241
Testing at 16: 5,5; Dist: 241
Testing at 3: 2,35; Dist: 241
Testing at 3: 3,36; Dist: 241
Testing at 3: 2,23; Dist: 241
Testing at 3: 3,24; Dist: 241
Testing at 3: 2,5; Dist: 241
Testing at 3: 3,4; Dist: 241
Testing at 8: 27,11; Dist: 241
Testing at 8: 29,9; Dist: 241
Testing at 6: 28,27; Dist: 242
Testing at 6: 29,26; Dist: 242
Testing at 6: 31,30; Dist: 242
Testing at 1: 1,35; Dist: 242
Testing at 1: 3,37; Dist: 242
Testing at 1: 1,23; Dist: 242
Testing at 1: 3,25; Dist: 242
Testing at 1: 1,5; Dist: 242
Testing at 1: 3,3; Dist: 242
Testing at 14: 1,38; Dist: 242
Testing at 14: 0,25; Dist: 242
Testing at 14: 1,26; Dist: 242
Testing at 18: 26,37; Dist: 242
Testing at 18: 24,35; Dist: 242
Testing at 18: 22,35; Dist: 242
Testing at 17: 31,7; Dist: 242
Testing at 17: 31,3; Dist: 242
Testing at 17: 27,7; Dist: 242
Testing at 17: 29,1; Dist: 242
Testing at 18: 8,1; Dist: 242
Testing at 18: 12,5; Dist: 242
Testing at 19: 25,39; Dist: 242
Testing at 19: 21,39; Dist: 242
Testing at 19: 23,37; Dist: 242
Testing at 18: 30,5; Dist: 242
Testing at 18: 29,6; Dist: 242
Testing at 18: 29,4; Dist: 242
Testing at 19: 11,1; Dist: 242
Testing at 19: 13,3; Dist: 242
Testing at 20: 23,40; Dist: 242
Testing at 19: 19,37; Dist: 242
Testing at 19: 27,5; Dist: 242
Testing at 19: 27,1; Dist: 242
Testing at 19: 23,5; Dist: 242
Testing at 19: 19,5; Dist: 242
Testing at 20: 13,0; Dist: 242
Testing at 16: 4,5; Dist: 242
Testing at 3: 1,35; Dist: 242
Testing at 3: 3,37; Dist: 242
Testing at 3: 1,23; Dist: 242
Testing at 3: 3,25; Dist: 242
Testing at 3: 1,5; Dist: 242
Testing at 3: 3,3; Dist: 242
Testing at 8: 27,12; Dist: 242
Testing at 8: 30,9; Dist: 242
Testing at 6: 27,27; Dist: 243
Testing at 6: 29,25; Dist: 243
Testing at 6: 31,31; Dist: 243
Testing at 1: 2,37; Dist: 243
Testing at 1: 3,38; Dist: 243
Testing at 1: 2,25; Dist: 243
Testing at 1: 1,6; Dist: 243
Testing at 1: 2,3; Dist: 243
Testing at 14: 1,39; Dist: 243
Testing at 13: 15,6; Dist: 243
Testing at 14: 1,27; Dist: 243
Testing at 18: 27,37; Dist: 243
Testing at 18: 25,35; Dist: 243
Testing at 18: 21,35; Dist: 243
Testing at 17: 31,2; Dist: 243
Testing at 17: 27,8; Dist: 243
Testing at 18: 7,1; Dist: 243
Testing at 18: 11,5; Dist: 243
Testing at 19: 21,38; Dist: 243
Testing at 19: 24,37; Dist: 243
Testing at 19: 23,36; Dist: 243
Testing at 18: 31,5; Dist: 243
Testing at 18: 29,7; Dist: 243
Testing at 18: 29,3; Dist: 243
Testing at 19: 10,1; Dist: 243
Testing at 19: 13,4; Dist: 243
Testing at 20: 23,39; Dist: 243
Testing at 19: 28,5; Dist: 243
Testing at 20: 13,1; Dist: 243
Testing at 16: 3,5; Dist: 243
Testing at 3: 2,37; Dist: 243
Testing at 3: 3,38; Dist: 243
Testing at 3: 2,25; Dist: 243
Testing at 3: 1,6; Dist: 243
Testing at 3: 2,3; Dist: 243
Testing at 8: 27,13; Dist: 243
Testing at 8: 31,9; Dist: 243
Testing at 6: 26,27; Dist: 244
Testing at 6: 27,26; Dist: 244
Testing at 6: 30,31; Dist: 244
Testing at 6: 31,32; Dist: 244
Testing at 1: 1,37; Dist: 244
Testing at 1: 3,39; Dist: 244
Testing at 1: 1,25; Dist: 244
Testing at 1: 1,7; Dist: 244
Testing at 1: 1,3; Dist: 244
Testing at 13: 15,5; Dist: 244
Testing at 14: 1,28; Dist: 244
Testing at 18: 28,37; Dist: 244
Testing at 18: 27,38; Dist: 244
Testing at 18: 21,34; Dist: 244
Testing at 17: 31,1; Dist: 244
Testing at 17: 27,9; Dist: 244
Testing at 18: 6,1; Dist: 244
Testing at 18: 7,2; Dist: 244
Testing at 18: 10,5; Dist: 244
Testing at 18: 11,6; Dist: 244
Testing at 18: 11,4; Dist: 244
Testing at 19: 21,37; Dist: 244
Testing at 19: 25,37; Dist: 244
Testing at 19: 23,35; Dist: 244
Testing at 18: 31,6; Dist: 244
Testing at 18: 31,4; Dist: 244
Testing at 18: 28,7; Dist: 244
Testing at 18: 29,2; Dist: 244
Testing at 19: 9,1; Dist: 244
Testing at 19: 13,5; Dist: 244
Testing at 20: 24,39; Dist: 244
Testing at 20: 22,39; Dist: 244
Testing at 20: 23,38; Dist: 244
Testing at 19: 29,5; Dist: 244
Testing at 20: 12,1; Dist: 244
Testing at 20: 13,2; Dist: 244
Testing at 16: 2,5; Dist: 244
Testing at 16: 3,4; Dist: 244
Testing at 3: 1,37; Dist: 244
Testing at 3: 3,39; Dist: 244
Testing at 3: 1,25; Dist: 244
Testing at 3: 1,7; Dist: 244
Testing at 3: 1,3; Dist: 244
Testing at 8: 27,14; Dist: 244
Testing at 8: 31,10; Dist: 244
Testing at 7: 0,13; Dist: 245
Testing at 6: 27,25; Dist: 245
Testing at 6: 29,31; Dist: 245
Testing at 6: 31,33; Dist: 245
Testing at 1: 1,38; Dist: 245
Testing at 1: 0,25; Dist: 245
Testing at 1: 1,26; Dist: 245
Testing at 1: 2,7; Dist: 245
Testing at 1: 1,8; Dist: 245
Testing at 1: 1,2; Dist: 245
Testing at 13: 16,5; Dist: 245
Testing at 13: 15,4; Dist: 245
Testing at 14: 1,29; Dist: 245
Testing at 18: 29,37; Dist: 245
Testing at 18: 27,39; Dist: 245
Testing at 19: 32,21; Dist: 245
Testing at 18: 5,1; Dist: 245
Testing at 18: 7,3; Dist: 245
Testing at 18: 9,5; Dist: 245
Testing at 19: 32,15; Dist: 245
Testing at 18: 11,3; Dist: 245
Testing at 19: 26,37; Dist: 245
Testing at 19: 24,35; Dist: 245
Testing at 19: 22,35; Dist: 245
Testing at 18: 31,7; Dist: 245
Testing at 18: 31,3; Dist: 245
Testing at 18: 27,7; Dist: 245
Testing at 18: 29,1; Dist: 245
Testing at 19: 8,1; Dist: 245
Testing at 19: 12,5; Dist: 245
Testing at 20: 25,39; Dist: 245
Testing at 20: 21,39; Dist: 245
Testing at 20: 23,37; Dist: 245
Testing at 19: 30,5; Dist: 245
Testing at 19: 29,6; Dist: 245
Testing at 19: 29,4; Dist: 245
Testing at 20: 11,1; Dist: 245
Testing at 20: 13,3; Dist: 245
Testing at 16: 1,5; Dist: 245
Testing at 16: 3,3; Dist: 245
Testing at 3: 1,38; Dist: 245
Testing at 3: 0,25; Dist: 245
Testing at 3: 1,26; Dist: 245
Testing at 3: 2,7; Dist: 245
Testing at 3: 1,8; Dist: 245
Testing at 3: 1,2; Dist: 245
Testing at 8: 27,15; Dist: 245
Testing at 8: 31,11; Dist: 245
Testing at 7: 1,13; Dist: 246
Testing at 6: 28,31; Dist: 246
Testing at 6: 29,30; Dist: 246
Testing at 6: 30,33; Dist: 246
Testing at 6: 31,34; Dist: 246
Testing at 1: 1,39; Dist: 246
Testing at 0: 15,6; Dist: 246
Testing at 1: 1,27; Dist: 246
Testing at 1: 3,7; Dist: 246
Testing at 1: 1,9; Dist: 246
Testing at 1: 1,1; Dist: 246
Testing at 13: 17,5; Dist: 246
Testing at 13: 15,3; Dist: 246
Testing at 14: 1,30; Dist: 246
Testing at 18: 30,37; Dist: 246
Testing at 18: 28,39; Dist: 246
Testing at 19: 31,21; Dist: 246
Testing at 18: 4,1; Dist: 246
Testing at 18: 5,2; Dist: 246
Testing at 18: 8,5; Dist: 246
Testing at 18: 9,4; Dist: 246
Testing at 19: 31,15; Dist: 246
Testing at 19: 27,37; Dist: 246
Testing at 19: 25,35; Dist: 246
Testing at 19: 21,35; Dist: 246
Testing at 18: 31,2; Dist: 246
Testing at 18: 27,8; Dist: 246
Testing at 19: 7,1; Dist: 246
Testing at 19: 11,5; Dist: 246
Testing at 20: 21,38; Dist: 246
Testing at 20: 24,37; Dist: 246
Testing at 20: 23,36; Dist: 246
Testing at 19: 31,5; Dist: 246
Testing at 19: 29,7; Dist: 246
Testing at 19: 29,3; Dist: 246
Testing at 20: 10,1; Dist: 246
Testing at 20: 13,4; Dist: 246
Testing at 16: 1,6; Dist: 246
Testing at 16: 2,3; Dist: 246
Testing at 3: 1,39; Dist: 246
Testing at 2: 15,6; Dist: 246
Testing at 3: 1,27; Dist: 246
Testing at 3: 3,7; Dist: 246
Testing at 3: 1,9; Dist: 246
Testing at 3: 1,1; Dist: 246
Testing at 8: 26,15; Dist: 246
Testing at 8: 31,12; Dist: 246
Testing at 7: 2,13; Dist: 247
Testing at 6: 27,31; Dist: 247
Testing at 6: 29,29; Dist: 247
Testing at 6: 29,33; Dist: 247
Testing at 6: 31,35; Dist: 247
Testing at 0: 15,5; Dist: 247
Testing at 1: 1,28; Dist: 247
Testing at 1: 2,9; Dist: 247
Testing at 1: 1,10; Dist: 247
Testing at 13: 17,4; Dist: 247
Testing at 14: 1,31; Dist: 247
Testing at 18: 31,37; Dist: 247
Testing at 18: 29,39; Dist: 247
Testing at 19: 30,21; Dist: 247
Testing at 19: 31,22; Dist: 247
Testing at 18: 3,1; Dist: 247
Testing at 18: 5,3; Dist: 247
Testing at 18: 7,5; Dist: 247
Testing at 18: 9,3; Dist: 247
Testing at 19: 30,15; Dist: 247
Testing at 19: 28,37; Dist: 247
Testing at 19: 27,38; Dist: 247
Testing at 19: 21,34; Dist: 247
Testing at 18: 31,1; Dist: 247
Testing at 18: 27,9; Dist: 247
Testing at 19: 6,1; Dist: 247
Testing at 19: 7,2; Dist: 247
Testing at 19: 10,5; Dist: 247
Testing at 19: 11,6; Dist: 247
Testing at 19: 11,4; Dist: 247
Testing at 20: 21,37; Dist: 247
Testing at 20: 25,37; Dist: 247
Testing at 20: 23,35; Dist: 247
Testing at 19: 31,6; Dist: 247
Testing at 19: 31,4; Dist: 247
Testing at 19: 28,7; Dist: 247
Testing at 19: 29,2; Dist: 247
Testing at 20: 9,1; Dist: 247
Testing at 20: 13,5; Dist: 247
Testing at 16: 1,7; Dist: 247
Testing at 16: 1,3; Dist: 247
Testing at 2: 15,5; Dist: 247
Testing at 3: 1,28; Dist: 247
Testing at 3: 2,9; Dist: 247
Testing at 3: 1,10; Dist: 247
Testing at 9: 19,0; Dist: 247
Testing at 8: 31,13; Dist: 247
Testing at 7: 3,13; Dist: 248
Testing at 6: 27,32; Dist: 248
Testing at 6: 27,30; Dist: 248
Testing at 6: 29,34; Dist: 248
Testing at 0: 16,5; Dist: 248
Testing at 0: 15,4; Dist: 248
Testing at 1: 1,29; Dist: 248
Testing at 1: 3,9; Dist: 248
Testing at 1: 1,11; Dist: 248
Testing at 13: 17,3; Dist: 248
Testing at 18: 31,38; Dist: 248
Testing at 19: 29,21; Dist: 248
Testing at 19: 31,23; Dist: 248
Testing at 19: 29,15; Dist: 248
Testing at 19: 29,37; Dist: 248
Testing at 19: 27,39; Dist: 248
Testing at 20: 32,21; Dist: 248
Testing at 19: 5,1; Dist: 248
Testing at 19: 7,3; Dist: 248
Testing at 19: 9,5; Dist: 248
Testing at 20: 32,15; Dist: 248
Testing at 19: 11,3; Dist: 248
Testing at 20: 26,37; Dist: 248
Testing at 20: 24,35; Dist: 248
Testing at 20: 22,35; Dist: 248
Testing at 19: 31,7; Dist: 248
